OID_,OBJECTID_1,OBJECTID,SignUp,Line,LineName,DirNum,Direction,StopID,StopName,Sequence,Lat,Lon
313,314,314,2011 August,15,Scio Church-W Stadium,0,Loop,1439.000000000000000,W- S Main St north of Jefferson,2,42.276406999999999,-83.748840000000001
314,315,315,2011 August,15,Scio Church-W Stadium,0,Loop,1734.000000000000000,N- W Madison at First St.,3,42.274061000000003,-83.750878999999998
315,316,316,2011 August,15,Scio Church-W Stadium,0,Loop,1735.000000000000000,N- W Madison west of Fourth St.,4,42.274039000000002,-83.754915999999994
316,317,317,2011 August,15,Scio Church-W Stadium,0,Loop,1736.000000000000000,N- W Madison west of Sixth St.,5,42.273972999999998,-83.757517000000007
317,318,318,2011 August,15,Scio Church-W Stadium,0,Loop,1737.000000000000000,W- S 7th St between Madison,6,42.273299000000002,-83.758459999999999
318,319,319,2011 August,15,Scio Church-W Stadium,0,Loop,1738.000000000000000,W- S 7th St opposite Davis,7,42.270375999999999,-83.758353999999997
319,320,320,2011 August,15,Scio Church-W Stadium,0,Loop,1739.000000000000000,W- S 7th St south of Paulin,8,42.268265999999997,-83.758306000000005
320,321,321,2011 August,15,Scio Church-W Stadium,0,Loop,1740.000000000000000,W- S 7th St north of Franklin,9,42.265718000000000,-83.758217000000002
321,322,322,2011 August,15,Scio Church-W Stadium,0,Loop,1742.000000000000000,W- S 7th opp Pioneer HS,10,42.261997000000001,-83.757452999999998
322,323,323,2011 August,15,Scio Church-W Stadium,0,Loop,1743.000000000000000,N- Scio Church west of S 7th St.,11,42.256779000000002,-83.761056999999994
323,324,324,2011 August,15,Scio Church-W Stadium,0,Loop,1744.000000000000000,N- Scio Church west of Greenview,12,42.256709000000001,-83.763756000000001
324,325,325,2011 August,15,Scio Church-W Stadium,0,Loop,1745.000000000000000,N- Scio Church west of Mershon Dr.,13,42.256616999999999,-83.766918000000004
325,326,326,2011 August,15,Scio Church-W Stadium,0,Loop,1746.000000000000000,N- Scio Church west of Landmark Ct,14,42.256551999999999,-83.770044999999996
326,327,327,2011 August,15,Scio Church-W Stadium,0,Loop,1747.000000000000000,N- Scio Church west of Covington,15,42.256438000000003,-83.773297999999997
327,328,328,2011 August,15,Scio Church-W Stadium,0,Loop,1748.000000000000000,N- Scio Church east of Waltham Dr.,16,42.256366999999997,-83.775463999999999
328,329,329,2011 August,15,Scio Church-W Stadium,0,Loop,1749.000000000000000,E- S Maple north of Tudor Dr..,17,42.257477000000002,-83.778267000000000
329,330,330,2011 August,15,Scio Church-W Stadium,0,Loop,1750.000000000000000,E- S Maple north of Dicken Dr.,18,42.260115999999996,-83.779550000000000
330,331,331,2011 August,15,Scio Church-W Stadium,0,Loop,1751.000000000000000,E- S Maple op Surrey Park,19,42.262329999999999,-83.779601000000000
331,332,332,2011 August,15,Scio Church-W Stadium,0,Loop,1752.000000000000000,E- S Maple op Breckenridger Dr,20,42.263542000000001,-83.779635999999996
332,333,333,2011 August,15,Scio Church-W Stadium,0,Loop,2664.000000000000000,S - Pauline east of S Maple,21,42.265379000000003,-83.779082000000002
333,334,334,2011 August,15,Scio Church-W Stadium,0,Loop,2334.000000000000000,S- Pauline east of Pauline Ct,22,42.266762999999997,-83.776401000000007
334,335,335,2011 August,15,Scio Church-W Stadium,0,Loop,2333.000000000000000,S- Pauline west of Stadium Blvd.  S,23,42.267853000000002,-83.774288999999996
335,336,336,2011 August,15,Scio Church-W Stadium,0,Loop,1539.000000000000000,E- S Maple north of Pauline,24,42.266415000000002,-83.779745000000005
336,337,337,2011 August,15,Scio Church-W Stadium,0,Loop,1540.000000000000000,E- S Maple north of Pennsylvania,25,42.269243000000003,-83.779814999999999
337,338,338,2011 August,15,Scio Church-W Stadium,0,Loop,1542.000000000000000,E- S Maple south of Liberty (Dis,26,42.271911000000003,-83.779916000000000
338,339,339,2011 August,15,Scio Church-W Stadium,0,Loop,1543.000000000000000,E- S Maple north of Liberty,27,42.273834999999998,-83.779961000000000
339,340,340,2011 August,15,Scio Church-W Stadium,0,Loop,1544.000000000000000,E- S Maple north of Winewood,28,42.277299999999997,-83.780100000000004
340,341,341,2011 August,15,Scio Church-W Stadium,0,Loop,1545.000000000000000,W-  W.Stadium south of Maple,29,42.278858999999997,-83.780096000000000
341,342,342,2011 August,15,Scio Church-W Stadium,0,Loop,1546.000000000000000,W- W Stadium Blvd south of Winewood,30,42.277051999999998,-83.778739000000002
342,343,343,2011 August,15,Scio Church-W Stadium,0,Loop,1547.000000000000000,W- W Stadium Blvd south of Liber,31,42.273919999999997,-83.776662999999999
343,344,344,2011 August,15,Scio Church-W Stadium,0,Loop,1548.000000000000000,W- W Stadium Blvd north of Federal,32,42.272103000000001,-83.775424000000001
344,345,345,2011 August,15,Scio Church-W Stadium,0,Loop,1549.000000000000000,W- W Stadium Blvd south of Feder,33,42.269893000000003,-83.773464000000004
345,346,346,2011 August,15,Scio Church-W Stadium,0,Loop,1499.000000000000000,W- W Stadium Blvd at Pauline,34,42.267752000000002,-83.771146000000002
346,347,347,2011 August,15,Scio Church-W Stadium,0,Loop,1753.000000000000000,S- W Stadium Blvd east of Stadiu,35,42.264927999999998,-83.768046999999996
347,348,348,2011 August,15,Scio Church-W Stadium,0,Loop,1754.000000000000000,S- W Stadium Blvd at Maywood,36,42.263852000000000,-83.765844000000001
348,349,349,2011 August,15,Scio Church-W Stadium,0,Loop,1755.000000000000000,S- W Stadium Blvd at Greenview,37,42.263817000000003,-83.763656999999995
349,350,350,2011 August,15,Scio Church-W Stadium,0,Loop,1757.000000000000000,E- Franklin St. north of W.Stadium,38,42.264215999999998,-83.759766999999997
350,351,351,2011 August,15,Scio Church-W Stadium,0,Loop,1758.000000000000000,S- Franklin St. at Seventh,39,42.265338000000000,-83.758379000000005
351,352,352,2011 August,15,Scio Church-W Stadium,0,Loop,1759.000000000000000,E- S 7th north of Pauline,40,42.268608999999998,-83.758221000000006
352,353,353,2011 August,15,Scio Church-W Stadium,0,Loop,1760.000000000000000,E- S 7th north of Davis,41,42.270370999999997,-83.758291999999997
353,354,354,2011 August,15,Scio Church-W Stadium,0,Loop,1761.000000000000000,E- S 7th north of Princeton,42,42.272877999999999,-83.758346000000003
354,355,355,2011 August,15,Scio Church-W Stadium,0,Loop,1762.000000000000000,S- W Madison opp Sixth St.,43,42.273916999999997,-83.757414999999995
355,356,356,2011 August,15,Scio Church-W Stadium,0,Loop,1763.000000000000000,S- W Madison  opposite Fourth St.,44,42.273933000000000,-83.754992000000001
356,357,357,2011 August,15,Scio Church-W Stadium,0,Loop,1764.000000000000000,S- W Madison  at 1st St,45,42.274036000000002,-83.751275000000007
357,358,358,2011 August,15,Scio Church-W Stadium,0,Loop,1527.000000000000000,E- S Main St north of Madison S,46,42.274476999999997,-83.748822000000004
358,359,359,2011 August,15,Scio Church-W Stadium,0,Loop,1528.000000000000000,E- S Main St north of Packard (,47,42.277026999999997,-83.748639999999995
359,360,360,2011 August,15,Scio Church-W Stadium,0,Loop,2016.000000000000000,Blake Transit Center,48,42.278421999999999,-83.747260999999995
360,361,361,2011 August,16,Ann Arbor - Saline Rd,0,Loop,994.159999999999968,BTC Mall (6-16),1,42.278413999999998,-83.746993000000003
361,362,362,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1439.000000000000000,W- S Main St north of Jefferson,2,42.276406999999999,-83.748840000000001
362,363,363,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1440.000000000000000,W- S Main St south of Madison,3,42.273893000000001,-83.749135999999993
363,364,364,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1441.000000000000000,W- S Main St south of Mosley,4,42.272478000000000,-83.749605000000003
364,365,365,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1442.000000000000000,W- S Main St south of Davis,5,42.269961000000002,-83.750217000000006
365,366,366,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1443.000000000000000,W- S Main St south of Keech Ave,6,42.267316999999998,-83.750369000000006
366,367,367,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1444.000000000000000,W- S Main St south of Berkeley,7,42.265568999999999,-83.750296000000006
367,368,368,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1445.000000000000000,Pioneer High School,8,42.262144999999997,-83.750574000000000
368,369,369,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1447.000000000000000,W- Ann Arbor-Saline Rd. s of Main,9,42.254863000000000,-83.751872000000006
369,370,370,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1448.000000000000000,W- Ann Arbor-Saline Rd. s of Villag,10,42.252938000000000,-83.754349000000005
370,371,371,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2356.000000000000000,S- Oakbrook Dr. east of Ann Arbor,11,42.250525000000003,-83.756651000000005
371,372,372,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2496.000000000000000,W- Oakbrook S of Rolling Meadows,12,42.248643999999999,-83.756805999999997
372,373,373,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2238.000000000000000,S- Oakbrook Dr west of Northbrook,13,42.246825000000001,-83.755949000000001
373,374,374,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1518.000000000000000,W- Northbrook S of Oakbrook,14,42.245949000000003,-83.755699000000007
374,375,375,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2012.000000000000000,N- Eisenhower at Nortbrook,15,42.245269999999998,-83.756873999999996
375,376,376,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1519.000000000000000,N- Eisenhower Pkwy opp We,16,42.246263999999996,-83.758358000000001
376,377,377,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2746.000000000000000,W. Ann Arbor Saline Rd at Brookfiel,17,42.247627000000001,-83.760986000000003
377,378,378,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2062.000000000000000,N- Waters Rd. w of Target drive,18,42.243093999999999,-83.769830999999996
378,379,379,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2349.000000000000000,E- Ann Arbor - Saline north of Oak,19,42.240389000000000,-83.769632000000001
379,380,380,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2444.000000000000000,S- Waters E of Lohr,20,42.241616000000000,-83.765970999999993
380,381,381,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2445.000000000000000,W- Lohr at Kohls,21,42.240133000000000,-83.759418999999994
381,382,382,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2617.000000000000000,W - Lohr Rd s of Weatherstone,22,42.237954000000002,-83.759418999999994
382,383,383,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2446.000000000000000,N- Oak Valley W of Lohr,23,42.236313000000003,-83.759967000000003
383,384,384,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2447.000000000000000,N- Oak Valley W of Weatherstone,24,42.237256000000002,-83.763272000000001
384,385,385,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2450.000000000000000,Meijer Saline South Side,25,42.239035999999999,-83.767546999999993
385,386,386,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2448.000000000000000,N- Oak Valley W of Bent Trail,26,42.239190000000001,-83.769017000000005
386,387,387,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2349.000000000000000,E- Ann Arbor - Saline north of Oak,27,42.240389000000000,-83.769632000000001
387,388,388,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1453.000000000000000,S- Eisenhower Pkw east of Ann Arb,28,42.246222000000003,-83.758962999999994
388,389,389,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1454.000000000000000,S- W Eisenhower Pkw east of Wes,29,42.244546000000000,-83.756404000000003
389,390,390,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2014.000000000000000,E- Northbrook north of Eisenhower,30,42.245255000000000,-83.756388000000001
390,391,391,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2237.000000000000000,N- Oakbrook Dr W of Northbrook,31,42.246594999999999,-83.755497000000005
391,392,392,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2497.000000000000000,E- Oakbrook S of Rolling Meadows,32,42.248584999999999,-83.756716999999995
392,393,393,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1450.000000000000000,N - Oakbrook at Ann Arbor Saline,33,42.250661999999998,-83.756676999999996
393,394,394,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1521.000000000000000,E- Ann Arbor-Saline Rd n of Fieldcr,34,42.252558000000001,-83.754600999999994
394,395,395,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2274.000000000000000,E- Ann Arbor-Saline Rd. at S. Main,35,42.254313000000003,-83.752357000000003
395,396,396,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1445.009999999999991,Pioneer High School,36,42.262179000000003,-83.750556000000003
396,397,397,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1523.000000000000000,E- S Main St opp Berkeley,37,42.265787000000003,-83.750178000000005
397,398,398,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1524.000000000000000,E- S Main St n of W. Hoover,38,42.269503999999998,-83.750114999999994
398,399,399,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1525.000000000000000,E- S Main St north of Hill St.,39,42.272011999999997,-83.749599000000003
399,400,400,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1527.000000000000000,E- S Main St north of Madison S,40,42.274476999999997,-83.748822000000004
400,401,401,2011 August,16,Ann Arbor - Saline Rd,0,Loop,1528.000000000000000,E- S Main St north of Packard (,41,42.277026999999997,-83.748639999999995
401,402,402,2011 August,16,Ann Arbor - Saline Rd,0,Loop,2016.000000000000000,Blake Transit Center,42,42.278421999999999,-83.747260999999995
402,403,403,2011 August,17,Amtrak Depot,0,Loop,996.129999999999995,BTC - 4th Ave (13),1,42.279429999999998,-83.747304999999997
403,404,404,2011 August,17,Amtrak Depot,0,Loop,1002.000000000000000,E- Division south of Washington,2,42.279924999999999,-83.743902000000006
404,405,405,2011 August,17,Amtrak Depot,0,Loop,2704.000000000000000,E - Division north of Huron,3,42.281543999999997,-83.743717000000004
405,406,406,2011 August,17,Amtrak Depot,0,Loop,1003.000000000000000,E- Division St n of Catherine St.,4,42.283234000000000,-83.743605000000002
406,407,407,2011 August,17,Amtrak Depot,0,Loop,1004.000000000000000,E- Division St opposite Detroit St.,5,42.286087000000002,-83.743430000000004
407,408,408,2011 August,17,Amtrak Depot,0,Loop,2717.000000000000000,Amtrak Station,6,42.287458999999998,-83.742769999999993
408,409,409,2011 August,17,Amtrak Depot,0,Loop,1027.000000000000000,N- Beakes St. west of Summit St.,7,42.286901000000000,-83.743954000000002
409,410,410,2011 August,17,Amtrak Depot,0,Loop,1028.000000000000000,W- Fifth Ave. south of Kingsley,8,42.283799000000002,-83.746008000000003
410,411,411,2011 August,17,Amtrak Depot,0,Loop,2016.000000000000000,Blake Transit Center,9,42.278421999999999,-83.747260999999995
411,412,412,2011 August,18,Miller University,1,to Miller PR Lo,1097.000000000000000,N- East Medical Ctr Dr at E Hospi,1,42.281475999999998,-83.728744000000006
412,413,413,2011 August,18,Miller University,1,to Miller PR Lo,1235.000000000000000,East side of Observatory north of E,2,42.281801999999999,-83.730963000000003
413,414,414,2011 August,18,Miller University,1,to Miller PR Lo,2687.000000000000000,W - Zina Pitcher S of Ann,3,42.282046000000001,-83.733643000000001
414,415,415,2011 August,18,Miller University,1,to Miller PR Lo,2080.000000000000000,N- E Huron  west of Ingalls,4,42.281340000000000,-83.738596999999999
415,416,416,2011 August,18,Miller University,1,to Miller PR Lo,2681.000000000000000,N - Huron W of State,5,42.281255999999999,-83.741264999999999
416,417,417,2011 August,18,Miller University,1,to Miller PR Lo,2029.000000000000000,N- E Huron west of Division,6,42.281387000000002,-83.745051000000004
417,418,418,2011 August,18,Miller University,1,to Miller PR Lo,2741.000000000000000,BTC West side 4th,7,42.278711999999999,-83.747504000000006
418,419,419,2011 August,18,Miller University,1,to Miller PR Lo,1556.000000000000000,N- Huron west of N.Fourth Ave.,8,42.281472000000001,-83.747450999999998
419,420,420,2011 August,18,Miller University,1,to Miller PR Lo,1557.000000000000000,N- W Huron between Main and Ashley,9,42.281512999999997,-83.749131000000006
420,421,421,2011 August,18,Miller University,1,to Miller PR Lo,1589.000000000000000,N- Miller Ave. west of Ashley,10,42.283360999999999,-83.750060000000005
421,422,422,2011 August,18,Miller University,1,to Miller PR Lo,1590.000000000000000,N- Miller Ave. west of Spring St.,11,42.283889000000002,-83.752604000000005
422,423,423,2011 August,18,Miller University,1,to Miller PR Lo,1591.000000000000000,N- Miller Ave. west of Miner St,12,42.285341000000003,-83.756377000000001
423,424,424,2011 August,18,Miller University,1,to Miller PR Lo,1592.000000000000000,N- Miller Ave. east of Brooks,13,42.285957000000003,-83.757949999999994
424,425,425,2011 August,18,Miller University,1,to Miller PR Lo,1593.000000000000000,N- Miller Ave. east of Red Oak,14,42.286983999999997,-83.760602000000006
425,426,426,2011 August,18,Miller University,1,to Miller PR Lo,1594.000000000000000,N- Miller Ave. west of Pomona,15,42.288012000000002,-83.763266000000002
426,427,427,2011 August,18,Miller University,1,to Miller PR Lo,1595.000000000000000,N- Miller Ave. west of Newport Rd.,16,42.289060999999997,-83.765859000000006
427,428,428,2011 August,18,Miller University,1,to Miller PR Lo,1596.000000000000000,N- Miller Ave. west of Pinetree,17,42.289821000000003,-83.767854000000000
428,429,429,2011 August,18,Miller University,1,to Miller PR Lo,1597.000000000000000,N- Miller Ave. west of Saunders Crs,18,42.291319000000001,-83.771713000000005
429,430,430,2011 August,18,Miller University,1,to Miller PR Lo,1598.000000000000000,N- Miller Ave. west of Hatcher Cres,19,42.292808000000001,-83.775565000000000
430,431,431,2011 August,18,Miller University,1,to Miller PR Lo,1599.000000000000000,N- Miller Ave. west of Fulmer,20,42.293607999999999,-83.777623000000006
431,432,432,2011 August,18,Miller University,1,to Miller PR Lo,2714.000000000000000,E - N Maple north of Miller,21,42.295679999999997,-83.780916000000005
432,433,433,2011 August,18,Miller University,1,to Miller PR Lo,2619.000000000000000,N - Miller west of N Maple,22,42.295105999999997,-83.781296999999995
433,434,434,2011 August,18,Miller University,1,to Miller PR Lo,2621.000000000000000,N - Miller opp Kuehnle,23,42.296700000000001,-83.784205999999998
434,435,435,2011 August,18,Miller University,1,to Miller PR Lo,2712.000000000000000,Skyline High School,24,42.305588000000000,-83.780036999999993
435,436,436,2011 August,18,Miller University,1,to Miller PR Lo,2615.000000000000000,Miller Rd Park & Ride,25,42.298582000000003,-83.788145000000000
436,437,437,2011 August,18,Miller University,1,to Miller PR Lo,2712.000000000000000,Skyline High School,26,42.305588000000000,-83.780036999999993
437,438,438,2011 August,18,Miller University,0,to UM Hospital,2615.000000000000000,Miller Rd Park & Ride,1,42.298582000000003,-83.788145000000000
438,439,439,2011 August,18,Miller University,0,to UM Hospital,2712.000000000000000,Skyline High School,2,42.305588000000000,-83.780036999999993
439,440,440,2011 August,18,Miller University,0,to UM Hospital,2753.000000000000000,West side of N.Maple south of Foss,3,42.297358000000003,-83.781086999999999
440,441,441,2011 August,18,Miller University,0,to UM Hospital,2620.000000000000000,S - Miller east of Kuehnle,4,42.296683000000002,-83.784284000000000
441,442,442,2011 August,18,Miller University,0,to UM Hospital,1799.000000000000000,S- Miller Ave. west of Maple,5,42.295355999999998,-83.782065000000003
442,443,443,2011 August,18,Miller University,0,to UM Hospital,1629.000000000000000,S- Miller Ave. opp Franklin St.,6,42.293995000000002,-83.778951000000006
443,444,444,2011 August,18,Miller University,0,to UM Hospital,1630.000000000000000,S- Miller Ave. east of City Dr.,7,42.292890000000000,-83.776066999999998
444,445,445,2011 August,18,Miller University,0,to UM Hospital,1631.000000000000000,S- Miller Ave. east of Bruce,8,42.291811000000003,-83.773291999999998
445,446,446,2011 August,18,Miller University,0,to UM Hospital,1632.000000000000000,S- Miller Ave. opp Saunders Crese,9,42.291117999999997,-83.771491999999995
446,447,447,2011 August,18,Miller University,0,to UM Hospital,1633.000000000000000,S- Miller Ave. west of Newport Rd.,10,42.289472000000004,-83.767188000000004
447,448,448,2011 August,18,Miller University,0,to UM Hospital,2279.000000000000000,S- Miller Ave. east of Newport Pl.,11,42.288761000000001,-83.765407999999994
448,449,449,2011 August,18,Miller University,0,to UM Hospital,1634.000000000000000,S- Miller Ave. west of Wesley,12,42.287975000000003,-83.763403999999994
449,450,450,2011 August,18,Miller University,0,to UM Hospital,1635.000000000000000,S- Miller Ave. west of Arborview,13,42.286731000000003,-83.760150999999993
450,451,451,2011 August,18,Miller University,0,to UM Hospital,1636.000000000000000,S- Miller Ave. opp Brooks,14,42.285955000000001,-83.758098000000004
451,452,452,2011 August,18,Miller University,0,to UM Hospital,1637.000000000000000,S- Miller Ave. btw Gott and Ms.,15,42.285279000000003,-83.756459000000007
452,453,453,2011 August,18,Miller University,0,to UM Hospital,1638.000000000000000,S- Miller Ave. east of Chapin,16,42.283822999999998,-83.752656000000002
453,454,454,2011 August,18,Miller University,0,to UM Hospital,1585.000000000000000,S- W Huron west of Main,17,42.281359999999999,-83.749049999999997
454,455,455,2011 August,18,Miller University,0,to UM Hospital,2741.000000000000000,BTC West side 4th,18,42.278711999999999,-83.747504000000006
455,456,456,2011 August,18,Miller University,0,to UM Hospital,1586.000000000000000,S- W Huron east of Fourth Ave.,19,42.281348999999999,-83.746984999999995
456,457,457,2011 August,18,Miller University,0,to UM Hospital,2030.000000000000000,S- E Huron west of Division,20,42.281260000000003,-83.744727999999995
457,458,458,2011 August,18,Miller University,0,to UM Hospital,2682.000000000000000,S - Huron W of State,21,42.281162000000002,-83.741597999999996
458,459,459,2011 August,18,Miller University,0,to UM Hospital,2081.000000000000000,S- E Huron  opposite Ingalls,22,42.281216000000001,-83.738213999999999
459,460,460,2011 August,18,Miller University,0,to UM Hospital,1732.000000000000000,W- Fletcher s of Washinton,23,42.279964999999997,-83.737226000000007
460,461,461,2011 August,18,Miller University,0,to UM Hospital,2151.000000000000000,S- Geddes Ave. west of Church St,24,42.277687000000000,-83.734824000000003
461,462,462,2011 August,18,Miller University,0,to UM Hospital,1037.000000000000000,E- Observatory St north of N U,25,42.278469999999999,-83.730982999999995
462,463,463,2011 August,18,Miller University,0,to UM Hospital,2716.000000000000000,S - Washinton Hgts at Observatory,26,42.280343999999999,-83.730562000000006
463,464,464,2011 August,18,Miller University,0,to UM Hospital,1097.000000000000000,N- East Medical Ctr Dr at E Hospi,27,42.281475999999998,-83.728744000000006
464,465,465,2011 August,1U,Pontiac University,0,Loop,2557.000000000000000,N - Dhu Varren Foodgatherers,1,42.317273000000000,-83.727357999999995
465,466,466,2011 August,1U,Pontiac University,0,Loop,2587.000000000000000,N -Dhu Varren west of Hunley,2,42.316358999999999,-83.732118999999997
466,467,467,2011 August,1U,Pontiac University,0,Loop,2418.000000000000000,W- Pontiac S of Arrowwood,3,42.306272999999997,-83.735063999999994
467,468,468,2011 August,1U,Pontiac University,0,Loop,1020.000000000000000,W- Pontiac Trl north of Brookside,4,42.303922000000000,-83.735152999999997
468,469,469,2011 August,1U,Pontiac University,0,Loop,1021.000000000000000,W- Pontiac Trl opposite Starwick,5,42.301274999999997,-83.735608999999997
469,470,470,2011 August,1U,Pontiac University,0,Loop,1022.000000000000000,W- Pontiac Trl opposite Taylor Ave.,6,42.298012000000000,-83.736822000000004
470,471,471,2011 August,1U,Pontiac University,0,Loop,1023.000000000000000,W- Pontiac Trl south of Argo Dr.,7,42.294998999999997,-83.737986000000006
471,472,472,2011 August,1U,Pontiac University,0,Loop,1025.000000000000000,W- Pontiac Trl op Bowen,8,42.292003999999999,-83.739149999999995
472,473,473,2011 August,1U,Pontiac University,0,Loop,1092.000000000000000,S- Maiden Lane east Broadway (acros,9,42.289121000000002,-83.736875999999995
473,474,474,2011 August,1U,Pontiac University,0,Loop,1094.000000000000000,S- Maiden Lane east of Island Dr,10,42.287846999999999,-83.733703000000006
474,475,475,2011 August,1U,Pontiac University,0,Loop,1095.000000000000000,W- East Medical Ctr Dr south West,11,42.285297999999997,-83.730945000000006
475,476,476,2011 August,1U,Pontiac University,0,Loop,1096.000000000000000,W- East Medical Ctr. Dr. at Taubman,12,42.284393000000001,-83.727418999999998
476,477,477,2011 August,1U,Pontiac University,0,Loop,1097.000000000000000,N- East Medical Ctr Dr at E Hospi,13,42.281475999999998,-83.728744000000006
477,478,478,2011 August,1U,Pontiac University,0,Loop,1098.000000000000000,W- Observatory St. opp Washington H,14,42.279980000000002,-83.731133999999997
478,479,479,2011 August,1U,Pontiac University,0,Loop,1099.000000000000000,W- Observatory St south of N Univ,15,42.278227000000001,-83.731043999999997
479,480,480,2011 August,1U,Pontiac University,0,Loop,2632.000000000000000,N.Geddes at CC Little,16,42.277687000000000,-83.734522999999996
480,481,481,2011 August,1U,Pontiac University,0,Loop,1065.000000000000000,E- Fletcher St. btw Washington -NU,17,42.279867000000003,-83.736994999999993
481,482,482,2011 August,1U,Pontiac University,0,Loop,2019.000000000000000,E- Glen St. north of Catherine,18,42.283392999999997,-83.735561000000004
482,483,483,2011 August,1U,Pontiac University,0,Loop,1043.000000000000000,N- Maiden Lane west of Maiden Ln Ct,19,42.288065000000003,-83.734058000000005
483,484,484,2011 August,1U,Pontiac University,0,Loop,1044.000000000000000,N- Maiden Lane west of Nielson Ct,20,42.288961999999998,-83.736281000000005
484,485,485,2011 August,1U,Pontiac University,0,Loop,2532.000000000000000,N - Moore W of Traver Rd,21,42.290250999999998,-83.738701000000006
485,486,486,2011 August,1U,Pontiac University,0,Loop,2559.000000000000000,E- Pontiac Trail at Bowen,22,42.291932000000003,-83.738943000000006
486,487,487,2011 August,1U,Pontiac University,0,Loop,2561.000000000000000,E - Pontiac Tr N of Apple,23,42.295526000000002,-83.737558000000007
487,488,488,2011 August,1U,Pontiac University,0,Loop,2556.000000000000000,E- Pontiac north of Taylor,24,42.298037999999998,-83.736577999999994
488,489,489,2011 August,1U,Pontiac University,0,Loop,1016.000000000000000,E- Pontiac Trl north of Starwick,25,42.301346000000002,-83.735365000000002
489,490,490,2011 August,1U,Pontiac University,0,Loop,1017.000000000000000,E- Pontiac Trl north of Brookside,26,42.303885999999999,-83.734933999999996
490,491,491,2011 August,1U,Pontiac University,0,Loop,2616.000000000000000,E - Pontiac north of Manor,27,42.305567000000003,-83.734858000000003
491,492,492,2011 August,1U,Pontiac University,0,Loop,2417.000000000000000,E- Pontiac Trl at Arrowwood Trl,28,42.307980999999998,-83.734806000000006
492,493,493,2011 August,1U,Pontiac University,0,Loop,2586.000000000000000,E - Pontiac Trl n of Knightsbridge,29,42.314751000000001,-83.734196999999995
493,494,494,2011 August,1U,Pontiac University,0,Loop,2631.000000000000000,S - Dhu Varren E of Hunley,30,42.316189000000001,-83.732217000000006
494,495,495,2011 August,1U,Pontiac University,0,Loop,2557.000000000000000,N - Dhu Varren Foodgatherers,31,42.317273000000000,-83.727357999999995
495,496,496,2011 August,2,Plymouth,0,From Downtown,999.039999999999964,BTC - 4th Ave (4-2),1,42.278286000000001,-83.747327999999996
496,497,497,2011 August,2,Plymouth,0,From Downtown,1031.000000000000000,S- Washington St east of Fifth Ave,2,42.280380000000001,-83.745227999999997
497,498,498,2011 August,2,Plymouth,0,From Downtown,2457.000000000000000,S- Washington at Parking Stucture,3,42.280247000000003,-83.742493999999994
498,499,499,2011 August,2,Plymouth,0,From Downtown,2595.000000000000000,Ingalls Mall,4,42.278505000000003,-83.738667000000007
499,500,500,2011 August,2,Plymouth,0,From Downtown,2151.000000000000000,S- Geddes Ave. west of Church St,5,42.277687000000000,-83.734824000000003
500,501,501,2011 August,2,Plymouth,0,From Downtown,1037.000000000000000,E- Observatory St north of N U,6,42.278469999999999,-83.730982999999995
501,502,502,2011 August,2,Plymouth,0,From Downtown,1038.000000000000000,E- Observatory  N of Washington H,7,42.280552999999998,-83.731054000000000
