"w_geocode","h_geocode","S000","SA01","SA02","SA03","SE01","SE02","SE03","SI01","SI02","SI03","createdate","year","state"
"261614007001012","261614560003001",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001013","261614007001016",1,0,1,0,0,1,0,0,1,0,"20231016",2021,"MI"
"261614007001013","261614021003000",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001013","261614042001004",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001014","261614003002002",1,1,0,0,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614003003009",1,1,0,0,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614006005014",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614007003000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614007003002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614023001007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614025001005",1,1,0,0,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614032001023",1,0,0,1,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614032003010",1,0,0,1,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614032003016",1,0,0,1,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614034002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614034003017",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614035003005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614036002000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614036002008",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614038002007",1,0,0,1,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614041001001",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001014","261614041001005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614043002003",1,0,1,0,1,0,0,0,1,0,"20231016",2021,"MI"
"261614007001014","261614043002014",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614045003002",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614046001000",2,1,1,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001014","261614051001000",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614052003017",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614052004010",1,0,1,0,0,0,1,0,1,0,"20231016",2021,"MI"
"261614007001014","261614053005001",2,0,0,2,1,0,1,0,1,1,"20231016",2021,"MI"
"261614007001014","261614053006008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001014","261614060001018",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614006002001",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614006004013",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614006006001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614007001006",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001015","261614007002018",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614007003003",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001015","261614008002011",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614021003004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614025003001",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614027003000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614027004000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614032001008",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614033001018",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614034002004",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614034003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614035001014",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614035001017",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614035003000",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614038001007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614043002008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614043003000",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001015","261614043003002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614044001008",2,1,0,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001015","261614044001011",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614044001017",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614045003002",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614046001010",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614046002000",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614046003003",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614051001004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614051002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614051002016",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614052004012",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614053002002",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614053003005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614053005005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614053005007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614053005008",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614053006012",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614056002001",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614056004005",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614060001018",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001015","261614147001002",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001015","261614560003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001016","261614043003009",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614001001000",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614001001008",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614004002007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614004002011",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614006001008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614006002004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614006005001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614006005005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614006005006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614006006000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614007001006",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614007002007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614007003003",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614021001008",3,0,3,0,0,1,2,0,0,3,"20231016",2021,"MI"
"261614007001017","261614021001011",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614021001012",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614021002000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614021002005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614027001001",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614027002002",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614027002007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614032001007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614032001010",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614032001011",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614032001025",2,0,0,2,1,0,1,0,0,2,"20231016",2021,"MI"
"261614007001017","261614032002009",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614032002010",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614032003012",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614032003017",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033001020",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033002000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033002003",2,0,1,1,1,0,1,0,0,2,"20231016",2021,"MI"
"261614007001017","261614033003008",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033003010",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033003012",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033004005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033004025",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614033004028",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614034001000",3,0,2,1,0,0,3,0,0,3,"20231016",2021,"MI"
"261614007001017","261614034002003",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614034002004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614034002005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614034002006",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614034003001",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614034003002",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614034003004",3,0,3,0,0,0,3,0,0,3,"20231016",2021,"MI"
"261614007001017","261614035001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614035001002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614035001016",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614035001017",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614035001021",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614035003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614035003002",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614035003005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614036002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614041001002",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614041001005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614041002012",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614041002017",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614042001003",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614042001004",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614043002002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614043003005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614043003006",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614044001011",4,0,1,3,0,0,4,0,0,4,"20231016",2021,"MI"
"261614007001017","261614044001014",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614044001017",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614044001019",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614044001020",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614044001021",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614045001001",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614045002000",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614045002002",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614045003002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614045003005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614046001008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614046001009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614046001010",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614046002004",2,1,1,0,1,0,1,0,0,2,"20231016",2021,"MI"
"261614007001017","261614046003003",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614046003004",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614046004002",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614046005004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614051001004",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614051002004",4,1,1,2,1,0,3,0,0,4,"20231016",2021,"MI"
"261614007001017","261614051002005",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614051002006",2,1,1,0,1,0,1,0,0,2,"20231016",2021,"MI"
"261614007001017","261614051002013",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614051002016",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614051002017",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052001002",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052001006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052002000",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052002003",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052002009",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007001017","261614052003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052003002",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052003014",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614052004000",2,0,0,2,1,0,1,0,0,2,"20231016",2021,"MI"
"261614007001017","261614053001019",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614053004002",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614053005001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614053005002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614053006016",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614054001013",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614054001021",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614054001024",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614055001007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614055001011",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001017","261614055003001",4,1,2,1,1,1,2,0,0,4,"20231016",2021,"MI"
"261614007001017","261614055003006",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614056002001",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614056004005",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614142003005",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001017","261614147001002",3,0,0,3,0,0,3,0,0,3,"20231016",2021,"MI"
"261614007001017","261614560003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001018","261614005003004",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614007002001",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614007003003",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614008001004",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614033003015",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001018","261614034003012",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001018","261614036002001",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614041002004",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614046003007",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007001018","261614056002009",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007001018","261614056004003",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007002000","261614041002000",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002000","261614041002012",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002000","261614042001001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002000","261614046001004",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002000","261614046002007",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007002001","261614005003004",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002001","261614005007006",1,0,0,1,0,1,0,1,0,0,"20231016",2021,"MI"
"261614007002001","261614006004015",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002001","261614007001004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002001","261614007001009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002001","261614031001037",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002001","261614032003016",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002001","261614041001000",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002001","261614041002015",1,1,0,0,1,0,0,1,0,0,"20231016",2021,"MI"
"261614007002001","261614043003008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002001","261614052001002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002001","261614560001013",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002006","261614007001016",1,1,0,0,1,0,0,1,0,0,"20231016",2021,"MI"
"261614007002006","261614033004005",1,0,1,0,0,0,1,1,0,0,"20231016",2021,"MI"
"261614007002006","261614035003002",1,0,1,0,0,1,0,1,0,0,"20231016",2021,"MI"
"261614007002006","261614036002009",1,0,1,0,0,0,1,1,0,0,"20231016",2021,"MI"
"261614007002006","261614043003008",1,1,0,0,1,0,0,1,0,0,"20231016",2021,"MI"
"261614007002006","261614051002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002016","261614004003011",1,1,0,0,1,0,0,1,0,0,"20231016",2021,"MI"
"261614007002016","261614026011002",1,0,0,1,0,1,0,1,0,0,"20231016",2021,"MI"
"261614007002016","261614054002016",1,0,0,1,0,1,0,1,0,0,"20231016",2021,"MI"
"261614007002017","261614006001001",1,0,1,0,0,0,1,0,1,0,"20231016",2021,"MI"
"261614007002017","261614006005000",1,0,1,0,0,0,1,0,1,0,"20231016",2021,"MI"
"261614007002017","261614033004017",1,0,0,1,0,0,1,0,1,0,"20231016",2021,"MI"
"261614007002018","261614004001005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002018","261614038001007",1,0,1,0,0,0,1,0,1,0,"20231016",2021,"MI"
"261614007002021","261614004002008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614005006011",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002021","261614006001001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614007002008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614023001001",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614027002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614032001007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614032003002",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002021","261614036001001",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007002021","261614038001002",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614038002001",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614044001017",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614045001010",1,0,1,0,0,1,0,0,1,0,"20231016",2021,"MI"
"261614007002021","261614046001004",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002021","261614046004005",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002021","261614052002009",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614053004014",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007002021","261614053004015",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614055001002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261614056002001",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002021","261619801021010",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007002023","261614007001010",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002023","261614031001038",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002023","261614032001007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007002023","261614035001015",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007002023","261614042001000",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007002023","261614052001004",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614003001001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614004001004",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614005002001",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614005007002",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614006001001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614007001008",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614007002012",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614007003003",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614021003002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614031001038",2,0,0,2,0,0,2,0,0,2,"20231016",2021,"MI"
"261614007003001","261614032001010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614032003016",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614033001005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614035001005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614036001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614038002013",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614041001005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614041002012",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614041002013",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614042001001",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614043002008",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614043002010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614044001012",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614044001014",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614044001020",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614045001006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614045003002",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614046002006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614046004005",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614053003016",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614055001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003001","261614560001013",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003001","261614560003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614007003002","261614001001000",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003002","261614005007000",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003002","261614006004004",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003002","261614006005004",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614007003002","261614007001003",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614007003002","261614007002009",1,0,1,0,0,0,1,1,0,0,"20231016",2021,"MI"
